#auto generated file!
180.0;114;86
186.0;115;85
192.0;116;84
198.0;117;83
204.0;118;82
210.0;118;82
216.0;118;82
222.0;117;83
228.0;119;81
234.0;119;81
240.0;118;82
246.0;117;83
252.0;117;83
258.0;118;82
264.0;116;84
270.0;118;82
276.0;118;82
282.0;118;82
288.0;116;84
294.0;116;84
300.0;116;84
306.0;117;83
312.0;117;83
318.0;118;82
324.0;116;84
330.0;115;85
336.0;115;85
342.0;115;85
348.0;115;85
354.0;113;87
360.0;112;88
366.0;110;90
372.0;110;90
378.0;111;89
384.0;111;89
390.0;112;88
396.0;113;87
402.0;112;88
408.0;109;91
414.0;110;90
420.0;108;92
426.0;108;92
432.0;109;91
438.0;109;91
444.0;110;90
450.0;113;87
456.0;113;87
462.0;114;86
468.0;114;86
474.0;113;87
480.0;113;87
486.0;115;85
492.0;115;85
498.0;116;84
504.0;116;84
510.0;116;84
516.0;117;83
522.0;120;80
528.0;122;78
534.0;123;77
540.0;125;75
546.0;123;77
552.0;122;78
558.0;122;78
564.0;123;77
570.0;122;78
576.0;123;77
582.0;122;78
588.0;120;80
594.0;122;78
600.0;122;78
606.0;121;79
612.0;121;79
618.0;121;79
624.0;121;79
630.0;120;80
636.0;120;80
642.0;119;81
648.0;117;83
654.0;114;86
660.0;113;87
666.0;111;89
672.0;112;88
678.0;111;89
684.0;112;88
690.0;113;87
696.0;113;87
702.0;113;87
708.0;113;87
714.0;113;87
720.0;114;86
726.0;113;87
732.0;112;88
738.0;110;90
744.0;110;90
750.0;111;89
756.0;111;89
762.0;112;88
768.0;112;88
774.0;113;87
780.0;112;88
786.0;112;88
792.0;113;87
798.0;112;88
804.0;112;88
810.0;112;88
816.0;114;86
822.0;116;84
828.0;116;84
834.0;117;83
840.0;118;82
846.0;118;82
852.0;120;80
858.0;121;79
864.0;121;79
870.0;120;80
876.0;118;82
882.0;119;81
888.0;121;79
894.0;119;81
900.0;122;78
906.0;123;77
912.0;122;78
918.0;122;78
924.0;123;77
930.0;124;76
936.0;125;75
942.0;127;73
948.0;128;72
954.0;130;70
960.0;128;72
966.0;128;72
972.0;127;73
978.0;126;74
984.0;126;74
990.0;126;74
996.0;126;74
1002.0;127;73
1008.0;126;74
1014.0;126;74
1020.0;126;74
1026.0;126;74
1032.0;126;74
1038.0;127;73
1044.0;127;73
1050.0;127;73
1056.0;127;73
1062.0;127;73
1068.0;126;74
1074.0;124;76
1080.0;124;76
1086.0;124;76
1092.0;125;75
1098.0;125;75
1104.0;125;75
1110.0;125;75
1116.0;126;74
1122.0;124;76
1128.0;124;76
1134.0;123;77
1140.0;122;78
1146.0;123;77
1152.0;121;79
1158.0;119;81
1164.0;119;81
1170.0;119;81
1176.0;121;79
1182.0;124;76
1188.0;122;78
1194.0;121;79
1200.0;122;78
1206.0;122;78
1212.0;123;77
1218.0;123;77
1224.0;124;76
1230.0;126;74
1236.0;127;73
1242.0;125;75
1248.0;125;75
1254.0;127;73
1260.0;126;74
1266.0;125;75
1272.0;126;74
1278.0;125;75
1284.0;125;75
1290.0;127;73
1296.0;126;74
1302.0;126;74
1308.0;124;76
1314.0;127;73
1320.0;123;77
1326.0;123;77
1332.0;122;78
1338.0;119;81
1344.0;121;79
1350.0;119;81
1356.0;120;80
1362.0;122;78
1368.0;121;79
1374.0;123;77
1380.0;122;78
1386.0;122;78
1392.0;122;78
1398.0;122;78
1404.0;120;80
1410.0;120;80
1416.0;119;81
1422.0;118;82
1428.0;119;81
1434.0;120;80
1440.0;121;79
1446.0;121;79
1452.0;123;77
1458.0;125;75
1464.0;126;74
1470.0;126;74
1476.0;126;74
1482.0;125;75
1488.0;124;76
1494.0;123;77
1500.0;123;77
1506.0;121;79
1512.0;123;77
1518.0;123;77
1524.0;122;78
1530.0;121;79
1536.0;120;80
1542.0;122;78
1548.0;122;78
1554.0;123;77
1560.0;122;78
1566.0;124;76
1572.0;125;75
1578.0;126;74
1584.0;125;75
1590.0;126;74
1596.0;125;75
1602.0;121;79
1608.0;122;78
1614.0;121;79
1620.0;121;79
1626.0;121;79
1632.0;122;78
1638.0;123;77
1644.0;125;75
1650.0;125;75
1656.0;126;74
1662.0;127;73
1668.0;128;72
1674.0;129;71
1680.0;130;70
1686.0;130;70
1692.0;130;70
1698.0;129;71
1704.0;130;70
1710.0;130;70
1716.0;132;68
1722.0;133;67
1728.0;133;67
1734.0;133;67
1740.0;131;69
1746.0;132;68
1752.0;132;68
1758.0;133;67
1764.0;134;66
1770.0;132;68
1776.0;133;67
1782.0;133;67
1788.0;134;66
1794.0;134;66
