#auto generated file!
6.0;0.0;0.0;0.0
12.0;0.0;0.0;0.0
18.0;3.232142857142857;0.0;0.0
24.0;5.732142857142857;0.0;0.0
30.0;10.178571428571429;0.0;0.0
36.0;12.625;0.0;0.0
42.0;17.767857142857142;0.0;0.0
48.0;19.517857142857142;0.0;0.0
54.0;23.892857142857142;0.0;0.0
60.0;17.178571428571427;0.0;0.0
66.0;14.5;0.0;0.0
72.0;14.321428571428571;0.0;0.0
78.0;15.803571428571429;0.0;0.0
84.0;11.285714285714286;0.0;0.0
90.0;13.446428571428571;0.0;0.0
96.0;11.196428571428571;0.0;0.0
102.0;16.232142857142858;0.0;0.0
108.0;17.696428571428573;0.0;0.0
114.0;17.232142857142858;0.0;0.0
120.0;16.714285714285715;0.0;0.0
126.0;10.875;0.0;0.0
132.0;7.803571428571429;0.0;0.0
138.0;5.964285714285714;0.0;0.0
144.0;2.9107142857142856;0.0;0.0
150.0;3.607142857142857;0.0;0.0
156.0;4.714285714285714;0.0;0.0
162.0;7.035714285714286;0.0;0.0
168.0;10.321428571428571;0.0;0.0
174.0;12.946428571428571;0.0;0.0
180.0;10.839285714285714;0.0;0.0
186.0;10.035714285714286;0.0;0.0
192.0;10.321428571428571;0.0;0.0
198.0;8.232142857142858;0.0;0.0
204.0;8.928571428571429;0.0;0.0
210.0;8.607142857142858;0.0;0.0
216.0;7.482142857142857;0.0;0.0
222.0;13.732142857142858;0.0;0.0
228.0;16.25;0.0;0.0
234.0;19.875;0.0;0.0
240.0;18.571428571428573;0.0;0.0
246.0;19.017857142857142;0.0;0.0
252.0;20.285714285714285;0.0;0.0
258.0;19.607142857142858;0.0;0.0
264.0;17.5;0.0;0.0
270.0;17.071428571428573;0.0;0.0
276.0;15.589285714285714;0.0;0.0
282.0;17.035714285714285;0.0;0.0
288.0;17.767857142857142;0.0;0.0
294.0;14.732142857142858;0.0;0.0
300.0;13.410714285714286;0.0;0.0
306.0;8.607142857142858;0.0;0.0
312.0;4.196428571428571;0.0;0.0
318.0;5.535714285714286;0.0;0.0
324.0;6.178571428571429;0.0;0.0
330.0;7.642857142857143;0.0;0.0
336.0;7.892857142857143;0.0;0.0
342.0;10.839285714285714;0.0;0.0
348.0;11.821428571428571;0.0;0.0
354.0;13.75;0.0;0.0
360.0;8.714285714285714;0.0;0.0
366.0;6.428571428571429;0.0;0.0
372.0;4.160714285714286;0.0;0.0
378.0;3.8035714285714284;0.0;0.0
384.0;3.5357142857142856;0.0;0.0
390.0;7.553571428571429;0.0;0.0
396.0;11.553571428571429;0.0;0.0
402.0;14.821428571428571;0.0;0.0
408.0;21.803571428571427;0.0;0.0
414.0;23.339285714285715;0.0;0.0
420.0;22.053571428571427;0.0;0.0
426.0;22.142857142857142;0.0;0.0
432.0;17.517857142857142;0.0;0.0
438.0;16.910714285714285;0.0;0.0
444.0;17.107142857142858;0.0;0.0
450.0;11.946428571428571;0.0;0.0
456.0;12.071428571428571;0.0;0.0
462.0;13.696428571428571;0.0;0.0
468.0;15.875;0.0;0.0
474.0;14.875;0.0;0.0
480.0;14.964285714285714;0.0;0.0
486.0;14.571428571428571;0.0;0.0
492.0;11.285714285714286;0.0;0.0
498.0;7.964285714285714;0.0;0.0
504.0;6.125;0.0;0.0
510.0;4.642857142857143;0.0;0.0
516.0;7.303571428571429;0.0;0.0
522.0;6.053571428571429;0.0;0.0
528.0;9.910714285714286;0.0;0.0
534.0;9.75;0.0;0.0
540.0;8.642857142857142;0.0;0.0
546.0;8.892857142857142;0.0;0.0
552.0;7.125;0.0;0.0
558.0;10.767857142857142;0.0;0.0
564.0;11.964285714285714;0.0;0.0
570.0;11.767857142857142;0.0;0.0
576.0;10.071428571428571;0.0;0.0
582.0;14.642857142857142;0.0;0.0
588.0;17.285714285714285;0.0;0.0
594.0;17.821428571428573;0.0;0.0
600.0;17.357142857142858;0.0;0.0
606.0;17.857142857142858;0.0;0.0
612.0;18.375;0.0;0.0
618.0;15.857142857142858;0.0;0.0
624.0;12.553571428571429;0.0;0.0
630.0;16.75;0.0;0.0
636.0;15.392857142857142;0.0;0.0
642.0;19.910714285714285;0.0;0.0
648.0;17.964285714285715;0.0;0.0
654.0;15.803571428571429;0.0;0.0
660.0;12.285714285714286;0.0;0.0
666.0;8.142857142857142;0.0;0.0
672.0;4.232142857142857;0.0;0.0
678.0;4.339285714285714;0.0;0.0
684.0;2.732142857142857;0.0;0.0
