#auto generated file!
180.0;114;86
186.0;113;87
192.0;114;86
198.0;115;85
204.0;116;84
210.0;119;81
216.0;117;83
222.0;115;85
228.0;117;83
234.0;115;85
240.0;116;84
246.0;116;84
252.0;115;85
258.0;114;86
264.0;114;86
270.0;115;85
276.0;117;83
282.0;117;83
288.0;117;83
294.0;119;81
300.0;118;82
306.0;118;82
312.0;118;82
318.0;118;82
324.0;118;82
330.0;118;82
336.0;119;81
342.0;120;80
348.0;121;79
354.0;120;80
360.0;120;80
366.0;122;78
372.0;124;76
378.0;128;72
384.0;129;71
390.0;129;71
396.0;130;70
402.0;128;72
408.0;129;71
414.0;128;72
420.0;128;72
426.0;129;71
432.0;131;69
438.0;132;68
444.0;130;70
450.0;131;69
456.0;132;68
462.0;130;70
468.0;131;69
474.0;130;70
480.0;130;70
486.0;129;71
492.0;129;71
498.0;126;74
504.0;127;73
510.0;128;72
516.0;126;74
522.0;126;74
528.0;126;74
534.0;126;74
540.0;127;73
546.0;127;73
552.0;128;72
558.0;128;72
564.0;126;74
570.0;125;75
576.0;124;76
582.0;125;75
588.0;126;74
594.0;125;75
600.0;125;75
606.0;125;75
612.0;125;75
618.0;125;75
624.0;124;76
630.0;124;76
636.0;124;76
642.0;125;75
648.0;125;75
654.0;126;74
660.0;126;74
666.0;125;75
672.0;125;75
678.0;125;75
684.0;125;75
690.0;125;75
696.0;125;75
702.0;129;71
708.0;128;72
714.0;130;70
720.0;131;69
726.0;131;69
732.0;132;68
738.0;131;69
744.0;127;73
750.0;127;73
756.0;128;72
762.0;126;74
768.0;125;75
774.0;126;74
780.0;127;73
786.0;128;72
792.0;130;70
798.0;130;70
804.0;128;72
810.0;129;71
816.0;128;72
822.0;129;71
828.0;130;70
834.0;128;72
840.0;131;69
846.0;130;70
852.0;131;69
858.0;131;69
864.0;130;70
870.0;130;70
876.0;129;71
882.0;128;72
888.0;125;75
894.0;126;74
900.0;126;74
906.0;124;76
912.0;123;77
918.0;123;77
924.0;123;77
930.0;123;77
936.0;122;78
942.0;121;79
948.0;121;79
954.0;122;78
960.0;121;79
966.0;121;79
972.0;120;80
978.0;120;80
984.0;120;80
990.0;120;80
996.0;119;81
1002.0;117;83
1008.0;118;82
1014.0;119;81
1020.0;119;81
1026.0;119;81
1032.0;120;80
1038.0;120;80
1044.0;121;79
1050.0;120;80
1056.0;123;77
1062.0;122;78
1068.0;121;79
1074.0;121;79
1080.0;122;78
1086.0;124;76
1092.0;124;76
1098.0;124;76
1104.0;124;76
1110.0;125;75
1116.0;123;77
1122.0;124;76
1128.0;125;75
1134.0;125;75
1140.0;124;76
1146.0;124;76
1152.0;123;77
1158.0;123;77
1164.0;124;76
1170.0;124;76
1176.0;125;75
1182.0;124;76
1188.0;126;74
1194.0;128;72
1200.0;127;73
1206.0;128;72
1212.0;126;74
1218.0;126;74
1224.0;127;73
1230.0;128;72
1236.0;129;71
1242.0;129;71
1248.0;129;71
1254.0;127;73
1260.0;124;76
1266.0;125;75
1272.0;124;76
1278.0;124;76
1284.0;124;76
1290.0;124;76
1296.0;124;76
1302.0;124;76
1308.0;124;76
1314.0;124;76
1320.0;122;78
1326.0;122;78
1332.0;121;79
1338.0;121;79
1344.0;121;79
1350.0;122;78
1356.0;122;78
1362.0;122;78
1368.0;123;77
1374.0;123;77
1380.0;122;78
1386.0;124;76
1392.0;125;75
1398.0;125;75
1404.0;124;76
1410.0;124;76
1416.0;124;76
1422.0;123;77
1428.0;123;77
1434.0;123;77
1440.0;123;77
1446.0;122;78
1452.0;122;78
1458.0;121;79
1464.0;121;79
1470.0;121;79
1476.0;122;78
1482.0;123;77
1488.0;123;77
1494.0;122;78
1500.0;119;81
1506.0;120;80
1512.0;123;77
1518.0;126;74
1524.0;125;75
1530.0;124;76
1536.0;122;78
1542.0;122;78
1548.0;122;78
1554.0;123;77
1560.0;124;76
1566.0;124;76
1572.0;124;76
1578.0;125;75
1584.0;126;74
1590.0;126;74
1596.0;125;75
1602.0;126;74
1608.0;128;72
1614.0;128;72
1620.0;129;71
1626.0;130;70
1632.0;129;71
1638.0;132;68
1644.0;134;66
1650.0;135;65
1656.0;134;66
1662.0;134;66
1668.0;133;67
1674.0;135;65
1680.0;135;65
1686.0;133;67
1692.0;133;67
1698.0;134;66
1704.0;134;66
1710.0;134;66
1716.0;134;66
1722.0;134;66
1728.0;134;66
1734.0;134;66
1740.0;134;66
1746.0;135;65
1752.0;133;67
1758.0;134;66
1764.0;134;66
1770.0;135;65
1776.0;135;65
1782.0;135;65
1788.0;135;65
1794.0;136;64
